subject,predicate,object,source,confidence
m_37153_poverty_rate,unit,percent,Census,0.95
m_37153_unemployment_rate,rdf:type,Measurement,Census,0.95
m_37153_unemployment_rate,location,37153,Census,0.95
m_37153_unemployment_rate,indicator,unemployment_rate,Census,0.95
m_37153_unemployment_rate,value,9.618984971917218,Census,0.95
m_37153_unemployment_rate,unit,percent,Census,0.95
m_37153_unemployment_pct,rdf:type,Measurement,CHR,0.75
m_37153_unemployment_pct,location,37153,CHR,0.75
m_37153_unemployment_pct,indicator,unemployment_pct,CHR,0.75
m_37153_unemployment_pct,value,4.565701559,CHR,0.75
m_37153_unemployment_pct,unit,percent,CHR,0.75
m_37153_child_poverty_pct,rdf:type,Measurement,CHR,0.75
m_37153_child_poverty_pct,location,37153,CHR,0.75
m_37153_child_poverty_pct,indicator,child_poverty_pct,CHR,0.75
m_37153_child_poverty_pct,value,31.0,CHR,0.75
m_37153_child_poverty_pct,unit,percent,CHR,0.75
m_37153_education_bachelor_pct,rdf:type,Measurement,Census,0.95
m_37153_education_bachelor_pct,location,37153,Census,0.95
m_37153_education_bachelor_pct,indicator,education_bachelor_pct,Census,0.95
m_37153_education_bachelor_pct,value,15.554798022839611,Census,0.95
m_37153_education_bachelor_pct,unit,percent,Census,0.95
m_37153_some_college_pct,rdf:type,Measurement,CHR,0.75
m_37153_some_college_pct,location,37153,CHR,0.75
m_37153_some_college_pct,indicator,some_college_pct,CHR,0.75
m_37153_some_college_pct,value,55.195746738,CHR,0.75
m_37153_some_college_pct,unit,percent,CHR,0.75
m_37153_obesity_pct,rdf:type,Measurement,CHR,0.75
m_37153_obesity_pct,location,37153,CHR,0.75
m_37153_obesity_pct,indicator,obesity_pct,CHR,0.75
m_37153_obesity_pct,value,39.8,CHR,0.75
m_37153_obesity_pct,unit,percent,CHR,0.75
m_37153_diabetes_pct,rdf:type,Measurement,CHR,0.75
m_37153_diabetes_pct,location,37153,CHR,0.75
m_37153_diabetes_pct,indicator,diabetes_pct,CHR,0.75
m_37153_diabetes_pct,value,12.8,CHR,0.75
m_37153_diabetes_pct,unit,percent,CHR,0.75
m_37153_mental_health_days,rdf:type,Measurement,CHR,0.75
m_37153_mental_health_days,location,37153,CHR,0.75
m_37153_mental_health_days,indicator,mental_health_days,CHR,0.75
m_37153_mental_health_days,value,5.5499689837,CHR,0.75
m_37153_mental_health_days,unit,days,CHR,0.75
m_37153_physical_health_days,rdf:type,Measurement,CHR,0.75
m_37153_physical_health_days,location,37153,CHR,0.75
m_37153_physical_health_days,indicator,physical_health_days,CHR,0.75
m_37153_physical_health_days,value,4.7341476449,CHR,0.75
m_37153_physical_health_days,unit,days,CHR,0.75
m_37153_physical_inactivity_pct,rdf:type,Measurement,CHR,0.75
m_37153_physical_inactivity_pct,location,37153,CHR,0.75
m_37153_physical_inactivity_pct,indicator,physical_inactivity_pct,CHR,0.75
m_37153_physical_inactivity_pct,value,27.8,CHR,0.75
m_37153_physical_inactivity_pct,unit,percent,CHR,0.75
m_37153_excessive_drinking_pct,rdf:type,Measurement,CHR,0.75
m_37153_excessive_drinking_pct,location,37153,CHR,0.75
m_37153_excessive_drinking_pct,indicator,excessive_drinking_pct,CHR,0.75
m_37153_excessive_drinking_pct,value,17.653550885,CHR,0.75
m_37153_excessive_drinking_pct,unit,percent,CHR,0.75
m_37153_uninsured_pct,rdf:type,Measurement,CHR,0.75
m_37153_uninsured_pct,location,37153,CHR,0.75
m_37153_uninsured_pct,indicator,uninsured_pct,CHR,0.75
m_37153_uninsured_pct,value,12.467994096,CHR,0.75
m_37153_uninsured_pct,unit,percent,CHR,0.75
m_37153_pm25,rdf:type,Measurement,CHR,0.75
m_37153_pm25,location,37153,CHR,0.75
m_37153_pm25,indicator,pm25,CHR,0.75
m_37153_pm25,value,7.5,CHR,0.75
m_37153_pm25,unit,μg/m³,CHR,0.75
m_37155_population,rdf:type,Measurement,Census,0.95
m_37155_population,location,37155,Census,0.95
m_37155_population,indicator,population,Census,0.95
m_37155_population,value,117573,Census,0.95
m_37155_population,unit,count,Census,0.95
m_37155_median_income,rdf:type,Measurement,Census,0.95
m_37155_median_income,location,37155,Census,0.95
m_37155_median_income,indicator,median_income,Census,0.95
m_37155_median_income,value,39393,Census,0.95
m_37155_median_income,unit,USD,Census,0.95
m_37155_poverty_rate,rdf:type,Measurement,Census,0.95
m_37155_poverty_rate,location,37155,Census,0.95
m_37155_poverty_rate,indicator,poverty_rate,Census,0.95
m_37155_poverty_rate,value,27.11544869434068,Census,0.95
m_37155_poverty_rate,unit,percent,Census,0.95
m_37155_unemployment_rate,rdf:type,Measurement,Census,0.95
m_37155_unemployment_rate,location,37155,Census,0.95
m_37155_unemployment_rate,indicator,unemployment_rate,Census,0.95
m_37155_unemployment_rate,value,6.3529209695772595,Census,0.95
m_37155_unemployment_rate,unit,percent,Census,0.95
m_37155_unemployment_pct,rdf:type,Measurement,CHR,0.75
m_37155_unemployment_pct,location,37155,CHR,0.75
m_37155_unemployment_pct,indicator,unemployment_pct,CHR,0.75
m_37155_unemployment_pct,value,4.9688925757,CHR,0.75
m_37155_unemployment_pct,unit,percent,CHR,0.75
m_37155_child_poverty_pct,rdf:type,Measurement,CHR,0.75
m_37155_child_poverty_pct,location,37155,CHR,0.75
m_37155_child_poverty_pct,indicator,child_poverty_pct,CHR,0.75
m_37155_child_poverty_pct,value,37.9,CHR,0.75
m_37155_child_poverty_pct,unit,percent,CHR,0.75
m_37155_education_bachelor_pct,rdf:type,Measurement,Census,0.95
m_37155_education_bachelor_pct,location,37155,Census,0.95
m_37155_education_bachelor_pct,indicator,education_bachelor_pct,Census,0.95
m_37155_education_bachelor_pct,value,13.625881267707715,Census,0.95
m_37155_education_bachelor_pct,unit,percent,Census,0.95
m_37155_some_college_pct,rdf:type,Measurement,CHR,0.75
m_37155_some_college_pct,location,37155,CHR,0.75
m_37155_some_college_pct,indicator,some_college_pct,CHR,0.75
m_37155_some_college_pct,value,46.126936532,CHR,0.75
m_37155_some_college_pct,unit,percent,CHR,0.75
m_37155_obesity_pct,rdf:type,Measurement,CHR,0.75
m_37155_obesity_pct,location,37155,CHR,0.75
m_37155_obesity_pct,indicator,obesity_pct,CHR,0.75
m_37155_obesity_pct,value,41.9,CHR,0.75
m_37155_obesity_pct,unit,percent,CHR,0.75
m_37155_diabetes_pct,rdf:type,Measurement,CHR,0.75
m_37155_diabetes_pct,location,37155,CHR,0.75
m_37155_diabetes_pct,indicator,diabetes_pct,CHR,0.75
m_37155_diabetes_pct,value,15.6,CHR,0.75
m_37155_diabetes_pct,unit,percent,CHR,0.75
m_37155_mental_health_days,rdf:type,Measurement,CHR,0.75
m_37155_mental_health_days,location,37155,CHR,0.75
m_37155_mental_health_days,indicator,mental_health_days,CHR,0.75
m_37155_mental_health_days,value,5.6807079612,CHR,0.75
m_37155_mental_health_days,unit,days,CHR,0.75
m_37155_physical_health_days,rdf:type,Measurement,CHR,0.75
m_37155_physical_health_days,location,37155,CHR,0.75
m_37155_physical_health_days,indicator,physical_health_days,CHR,0.75
m_37155_physical_health_days,value,5.1796599667,CHR,0.75
m_37155_physical_health_days,unit,days,CHR,0.75
m_37155_physical_inactivity_pct,rdf:type,Measurement,CHR,0.75
m_37155_physical_inactivity_pct,location,37155,CHR,0.75
m_37155_physical_inactivity_pct,indicator,physical_inactivity_pct,CHR,0.75
m_37155_physical_inactivity_pct,value,33.1,CHR,0.75
m_37155_physical_inactivity_pct,unit,percent,CHR,0.75
m_37155_excessive_drinking_pct,rdf:type,Measurement,CHR,0.75
m_37155_excessive_drinking_pct,location,37155,CHR,0.75
m_37155_excessive_drinking_pct,indicator,excessive_drinking_pct,CHR,0.75
m_37155_excessive_drinking_pct,value,14.739042003,CHR,0.75
m_37155_excessive_drinking_pct,unit,percent,CHR,0.75
m_37155_uninsured_pct,rdf:type,Measurement,CHR,0.75
m_37155_uninsured_pct,location,37155,CHR,0.75
m_37155_uninsured_pct,indicator,uninsured_pct,CHR,0.75
m_37155_uninsured_pct,value,15.197264661,CHR,0.75
m_37155_uninsured_pct,unit,percent,CHR,0.75
m_37155_pm25,rdf:type,Measurement,CHR,0.75
m_37155_pm25,location,37155,CHR,0.75
m_37155_pm25,indicator,pm25,CHR,0.75
m_37155_pm25,value,7.2,CHR,0.75
m_37155_pm25,unit,μg/m³,CHR,0.75
m_37157_population,rdf:type,Measurement,Census,0.95
m_37157_population,location,37157,Census,0.95
m_37157_population,indicator,population,Census,0.95
m_37157_population,value,91209,Census,0.95
m_37157_population,unit,count,Census,0.95
m_37157_median_income,rdf:type,Measurement,Census,0.95
m_37157_median_income,location,37157,Census,0.95
m_37157_median_income,indicator,median_income,Census,0.95
m_37157_median_income,value,50737,Census,0.95
m_37157_median_income,unit,USD,Census,0.95
m_37157_poverty_rate,rdf:type,Measurement,Census,0.95
m_37157_poverty_rate,location,37157,Census,0.95
m_37157_poverty_rate,indicator,poverty_rate,Census,0.95
m_37157_poverty_rate,value,18.82097341366721,Census,0.95
m_37157_poverty_rate,unit,percent,Census,0.95
m_37157_unemployment_rate,rdf:type,Measurement,Census,0.95
m_37157_unemployment_rate,location,37157,Census,0.95
m_37157_unemployment_rate,indicator,unemployment_rate,Census,0.95
m_37157_unemployment_rate,value,6.483831937557828,Census,0.95
m_37157_unemployment_rate,unit,percent,Census,0.95
m_37157_unemployment_pct,rdf:type,Measurement,CHR,0.75
m_37157_unemployment_pct,location,37157,CHR,0.75
m_37157_unemployment_pct,indicator,unemployment_pct,CHR,0.75
m_37157_unemployment_pct,value,3.9703868972,CHR,0.75
m_37157_unemployment_pct,unit,percent,CHR,0.75
m_37157_child_poverty_pct,rdf:type,Measurement,CHR,0.75
m_37157_child_poverty_pct,location,37157,CHR,0.75
m_37157_child_poverty_pct,indicator,child_poverty_pct,CHR,0.75
m_37157_child_poverty_pct,value,18.6,CHR,0.75
m_37157_child_poverty_pct,unit,percent,CHR,0.75
m_37157_education_bachelor_pct,rdf:type,Measurement,Census,0.95
m_37157_education_bachelor_pct,location,37157,Census,0.95
m_37157_education_bachelor_pct,indicator,education_bachelor_pct,Census,0.95
m_37157_education_bachelor_pct,value,14.469380337997457,Census,0.95
m_37157_education_bachelor_pct,unit,percent,Census,0.95
m_37157_some_college_pct,rdf:type,Measurement,CHR,0.75
m_37157_some_college_pct,location,37157,CHR,0.75
m_37157_some_college_pct,indicator,some_college_pct,CHR,0.75
m_37157_some_college_pct,value,55.093215453,CHR,0.75
m_37157_some_college_pct,unit,percent,CHR,0.75
m_37157_obesity_pct,rdf:type,Measurement,CHR,0.75
m_37157_obesity_pct,location,37157,CHR,0.75
m_37157_obesity_pct,indicator,obesity_pct,CHR,0.75
m_37157_obesity_pct,value,37.8,CHR,0.75
m_37157_obesity_pct,unit,percent,CHR,0.75
m_37157_diabetes_pct,rdf:type,Measurement,CHR,0.75
m_37157_diabetes_pct,location,37157,CHR,0.75
m_37157_diabetes_pct,indicator,diabetes_pct,CHR,0.75
m_37157_diabetes_pct,value,11.8,CHR,0.75
m_37157_diabetes_pct,unit,percent,CHR,0.75
m_37157_mental_health_days,rdf:type,Measurement,CHR,0.75
m_37157_mental_health_days,location,37157,CHR,0.75
m_37157_mental_health_days,indicator,mental_health_days,CHR,0.75
m_37157_mental_health_days,value,5.4477531103,CHR,0.75
m_37157_mental_health_days,unit,days,CHR,0.75
m_37157_physical_health_days,rdf:type,Measurement,CHR,0.75
m_37157_physical_health_days,location,37157,CHR,0.75
m_37157_physical_health_days,indicator,physical_health_days,CHR,0.75
m_37157_physical_health_days,value,4.4762142004,CHR,0.75
m_37157_physical_health_days,unit,days,CHR,0.75
m_37157_physical_inactivity_pct,rdf:type,Measurement,CHR,0.75
m_37157_physical_inactivity_pct,location,37157,CHR,0.75
m_37157_physical_inactivity_pct,indicator,physical_inactivity_pct,CHR,0.75
m_37157_physical_inactivity_pct,value,25.7,CHR,0.75
m_37157_physical_inactivity_pct,unit,percent,CHR,0.75
m_37157_excessive_drinking_pct,rdf:type,Measurement,CHR,0.75
m_37157_excessive_drinking_pct,location,37157,CHR,0.75
m_37157_excessive_drinking_pct,indicator,excessive_drinking_pct,CHR,0.75
m_37157_excessive_drinking_pct,value,18.291857933,CHR,0.75
m_37157_excessive_drinking_pct,unit,percent,CHR,0.75
m_37157_uninsured_pct,rdf:type,Measurement,CHR,0.75
m_37157_uninsured_pct,location,37157,CHR,0.75
m_37157_uninsured_pct,indicator,uninsured_pct,CHR,0.75
m_37157_uninsured_pct,value,12.506643542,CHR,0.75
m_37157_uninsured_pct,unit,percent,CHR,0.75
m_37157_pm25,rdf:type,Measurement,CHR,0.75
m_37157_pm25,location,37157,CHR,0.75
m_37157_pm25,indicator,pm25,CHR,0.75
m_37157_pm25,value,7.6,CHR,0.75
m_37157_pm25,unit,μg/m³,CHR,0.75
m_37159_population,rdf:type,Measurement,Census,0.95
m_37159_population,location,37159,Census,0.95
m_37159_population,indicator,population,Census,0.95
m_37159_population,value,147067,Census,0.95
m_37159_population,unit,count,Census,0.95
m_37159_median_income,rdf:type,Measurement,Census,0.95
m_37159_median_income,location,37159,Census,0.95
m_37159_median_income,indicator,median_income,Census,0.95
m_37159_median_income,value,59717,Census,0.95
m_37159_median_income,unit,USD,Census,0.95
m_37159_poverty_rate,rdf:type,Measurement,Census,0.95
m_37159_poverty_rate,location,37159,Census,0.95
m_37159_poverty_rate,indicator,poverty_rate,Census,0.95
m_37159_poverty_rate,value,16.417816373695636,Census,0.95
m_37159_poverty_rate,unit,percent,Census,0.95
m_37159_unemployment_rate,rdf:type,Measurement,Census,0.95
m_37159_unemployment_rate,location,37159,Census,0.95
m_37159_unemployment_rate,indicator,unemployment_rate,Census,0.95
m_37159_unemployment_rate,value,6.294138294138294,Census,0.95
m_37159_unemployment_rate,unit,percent,Census,0.95
m_37159_unemployment_pct,rdf:type,Measurement,CHR,0.75
m_37159_unemployment_pct,location,37159,CHR,0.75
m_37159_unemployment_pct,indicator,unemployment_pct,CHR,0.75
m_37159_unemployment_pct,value,3.3829303276,CHR,0.75
m_37159_unemployment_pct,unit,percent,CHR,0.75
m_37159_child_poverty_pct,rdf:type,Measurement,CHR,0.75
m_37159_child_poverty_pct,location,37159,CHR,0.75
m_37159_child_poverty_pct,indicator,child_poverty_pct,CHR,0.75
m_37159_child_poverty_pct,value,20.7,CHR,0.75
m_37159_child_poverty_pct,unit,percent,CHR,0.75
m_37159_education_bachelor_pct,rdf:type,Measurement,Census,0.95
m_37159_education_bachelor_pct,location,37159,Census,0.95
m_37159_education_bachelor_pct,indicator,education_bachelor_pct,Census,0.95
m_37159_education_bachelor_pct,value,19.006572991695204,Census,0.95
m_37159_education_bachelor_pct,unit,percent,Census,0.95
m_37159_some_college_pct,rdf:type,Measurement,CHR,0.75
m_37159_some_college_pct,location,37159,CHR,0.75
m_37159_some_college_pct,indicator,some_college_pct,CHR,0.75
m_37159_some_college_pct,value,58.759425395,CHR,0.75
m_37159_some_college_pct,unit,percent,CHR,0.75
m_37159_obesity_pct,rdf:type,Measurement,CHR,0.75
m_37159_obesity_pct,location,37159,CHR,0.75
m_37159_obesity_pct,indicator,obesity_pct,CHR,0.75
m_37159_obesity_pct,value,33.9,CHR,0.75
m_37159_obesity_pct,unit,percent,CHR,0.75
m_37159_diabetes_pct,rdf:type,Measurement,CHR,0.75
m_37159_diabetes_pct,location,37159,CHR,0.75
m_37159_diabetes_pct,indicator,diabetes_pct,CHR,0.75
m_37159_diabetes_pct,value,11.3,CHR,0.75
m_37159_diabetes_pct,unit,percent,CHR,0.75
m_37159_mental_health_days,rdf:type,Measurement,CHR,0.75
m_37159_mental_health_days,location,37159,CHR,0.75
m_37159_mental_health_days,indicator,mental_health_days,CHR,0.75
m_37159_mental_health_days,value,5.1291574916,CHR,0.75
m_37159_mental_health_days,unit,days,CHR,0.75
m_37159_physical_health_days,rdf:type,Measurement,CHR,0.75
m_37159_physical_health_days,location,37159,CHR,0.75
m_37159_physical_health_days,indicator,physical_health_days,CHR,0.75
m_37159_physical_health_days,value,4.2191665744,CHR,0.75
m_37159_physical_health_days,unit,days,CHR,0.75
m_37159_physical_inactivity_pct,rdf:type,Measurement,CHR,0.75
m_37159_physical_inactivity_pct,location,37159,CHR,0.75
m_37159_physical_inactivity_pct,indicator,physical_inactivity_pct,CHR,0.75
m_37159_physical_inactivity_pct,value,24.9,CHR,0.75
m_37159_physical_inactivity_pct,unit,percent,CHR,0.75
m_37159_excessive_drinking_pct,rdf:type,Measurement,CHR,0.75
m_37159_excessive_drinking_pct,location,37159,CHR,0.75
m_37159_excessive_drinking_pct,indicator,excessive_drinking_pct,CHR,0.75
m_37159_excessive_drinking_pct,value,19.199639621,CHR,0.75
m_37159_excessive_drinking_pct,unit,percent,CHR,0.75
m_37159_uninsured_pct,rdf:type,Measurement,CHR,0.75
m_37159_uninsured_pct,location,37159,CHR,0.75
m_37159_uninsured_pct,indicator,uninsured_pct,CHR,0.75
m_37159_uninsured_pct,value,11.447315233,CHR,0.75
m_37159_uninsured_pct,unit,percent,CHR,0.75
m_37159_pm25,rdf:type,Measurement,CHR,0.75
m_37159_pm25,location,37159,CHR,0.75
m_37159_pm25,indicator,pm25,CHR,0.75
m_37159_pm25,value,7.6,CHR,0.75
m_37159_pm25,unit,μg/m³,CHR,0.75
m_37161_population,rdf:type,Measurement,Census,0.95
m_37161_population,location,37161,Census,0.95
m_37161_population,indicator,population,Census,0.95
m_37161_population,value,64680,Census,0.95
m_37161_population,unit,count,Census,0.95
m_37161_median_income,rdf:type,Measurement,Census,0.95
m_37161_median_income,location,37161,Census,0.95
m_37161_median_income,indicator,median_income,Census,0.95
m_37161_median_income,value,50512,Census,0.95
m_37161_median_income,unit,USD,Census,0.95
m_37161_poverty_rate,rdf:type,Measurement,Census,0.95
m_37161_poverty_rate,location,37161,Census,0.95
m_37161_poverty_rate,indicator,poverty_rate,Census,0.95
m_37161_poverty_rate,value,18.376614162054775,Census,0.95
m_37161_poverty_rate,unit,percent,Census,0.95
m_37161_unemployment_rate,rdf:type,Measurement,Census,0.95
m_37161_unemployment_rate,location,37161,Census,0.95
m_37161_unemployment_rate,indicator,unemployment_rate,Census,0.95
m_37161_unemployment_rate,value,5.984229794424105,Census,0.95
m_37161_unemployment_rate,unit,percent,Census,0.95
m_37161_unemployment_pct,rdf:type,Measurement,CHR,0.75
m_37161_unemployment_pct,location,37161,CHR,0.75
m_37161_unemployment_pct,indicator,unemployment_pct,CHR,0.75
m_37161_unemployment_pct,value,4.6121679239,CHR,0.75
m_37161_unemployment_pct,unit,percent,CHR,0.75
m_37161_child_poverty_pct,rdf:type,Measurement,CHR,0.75
m_37161_child_poverty_pct,location,37161,CHR,0.75
m_37161_child_poverty_pct,indicator,child_poverty_pct,CHR,0.75
m_37161_child_poverty_pct,value,20.3,CHR,0.75
m_37161_child_poverty_pct,unit,percent,CHR,0.75
m_37161_education_bachelor_pct,rdf:type,Measurement,Census,0.95
m_37161_education_bachelor_pct,location,37161,Census,0.95
m_37161_education_bachelor_pct,indicator,education_bachelor_pct,Census,0.95
m_37161_education_bachelor_pct,value,18.50346538889364,Census,0.95
m_37161_education_bachelor_pct,unit,percent,Census,0.95
m_37161_some_college_pct,rdf:type,Measurement,CHR,0.75
m_37161_some_college_pct,location,37161,CHR,0.75
m_37161_some_college_pct,indicator,some_college_pct,CHR,0.75
m_37161_some_college_pct,value,57.29987557,CHR,0.75
m_37161_some_college_pct,unit,percent,CHR,0.75
m_37161_obesity_pct,rdf:type,Measurement,CHR,0.75
m_37161_obesity_pct,location,37161,CHR,0.75
m_37161_obesity_pct,indicator,obesity_pct,CHR,0.75
m_37161_obesity_pct,value,36.7,CHR,0.75
m_37161_obesity_pct,unit,percent,CHR,0.75
m_37161_diabetes_pct,rdf:type,Measurement,CHR,0.75
m_37161_diabetes_pct,location,37161,CHR,0.75
m_37161_diabetes_pct,indicator,diabetes_pct,CHR,0.75
m_37161_diabetes_pct,value,11.0,CHR,0.75
m_37161_diabetes_pct,unit,percent,CHR,0.75
m_37161_mental_health_days,rdf:type,Measurement,CHR,0.75
m_37161_mental_health_days,location,37161,CHR,0.75
m_37161_mental_health_days,indicator,mental_health_days,CHR,0.75
m_37161_mental_health_days,value,5.587727635,CHR,0.75
m_37161_mental_health_days,unit,days,CHR,0.75
m_37161_physical_health_days,rdf:type,Measurement,CHR,0.75
m_37161_physical_health_days,location,37161,CHR,0.75
m_37161_physical_health_days,indicator,physical_health_days,CHR,0.75
m_37161_physical_health_days,value,4.6010181747,CHR,0.75
m_37161_physical_health_days,unit,days,CHR,0.75
m_37161_physical_inactivity_pct,rdf:type,Measurement,CHR,0.75
m_37161_physical_inactivity_pct,location,37161,CHR,0.75
m_37161_physical_inactivity_pct,indicator,physical_inactivity_pct,CHR,0.75
m_37161_physical_inactivity_pct,value,25.9,CHR,0.75
m_37161_physical_inactivity_pct,unit,percent,CHR,0.75
m_37161_excessive_drinking_pct,rdf:type,Measurement,CHR,0.75
m_37161_excessive_drinking_pct,location,37161,CHR,0.75
m_37161_excessive_drinking_pct,indicator,excessive_drinking_pct,CHR,0.75
m_37161_excessive_drinking_pct,value,19.086716902,CHR,0.75
m_37161_excessive_drinking_pct,unit,percent,CHR,0.75
m_37161_uninsured_pct,rdf:type,Measurement,CHR,0.75
m_37161_uninsured_pct,location,37161,CHR,0.75
m_37161_uninsured_pct,indicator,uninsured_pct,CHR,0.75
m_37161_uninsured_pct,value,12.276668683,CHR,0.75
m_37161_uninsured_pct,unit,percent,CHR,0.75
m_37161_pm25,rdf:type,Measurement,CHR,0.75
m_37161_pm25,location,37161,CHR,0.75
m_37161_pm25,indicator,pm25,CHR,0.75
m_37161_pm25,value,7.6,CHR,0.75
m_37161_pm25,unit,μg/m³,CHR,0.75
m_37163_population,rdf:type,Measurement,Census,0.95
m_37163_population,location,37163,Census,0.95
m_37163_population,indicator,population,Census,0.95
m_37163_population,value,59317,Census,0.95
m_37163_population,unit,count,Census,0.95
m_37163_median_income,rdf:type,Measurement,Census,0.95
m_37163_median_income,location,37163,Census,0.95
m_37163_median_income,indicator,median_income,Census,0.95
m_37163_median_income,value,49963,Census,0.95
m_37163_median_income,unit,USD,Census,0.95
m_37163_poverty_rate,rdf:type,Measurement,Census,0.95
m_37163_poverty_rate,location,37163,Census,0.95
m_37163_poverty_rate,indicator,poverty_rate,Census,0.95
m_37163_poverty_rate,value,22.268236102757967,Census,0.95
m_37163_poverty_rate,unit,percent,Census,0.95
m_37163_unemployment_rate,rdf:type,Measurement,Census,0.95
m_37163_unemployment_rate,location,37163,Census,0.95
m_37163_unemployment_rate,indicator,unemployment_rate,Census,0.95
m_37163_unemployment_rate,value,5.735897825756424,Census,0.95
m_37163_unemployment_rate,unit,percent,Census,0.95
m_37163_unemployment_pct,rdf:type,Measurement,CHR,0.75
m_37163_unemployment_pct,location,37163,CHR,0.75
m_37163_unemployment_pct,indicator,unemployment_pct,CHR,0.75
m_37163_unemployment_pct,value,3.5492172421,CHR,0.75
m_37163_unemployment_pct,unit,percent,CHR,0.75
m_37163_child_poverty_pct,rdf:type,Measurement,CHR,0.75
m_37163_child_poverty_pct,location,37163,CHR,0.75
m_37163_child_poverty_pct,indicator,child_poverty_pct,CHR,0.75
m_37163_child_poverty_pct,value,26.0,CHR,0.75
m_37163_child_poverty_pct,unit,percent,CHR,0.75
m_37163_education_bachelor_pct,rdf:type,Measurement,Census,0.95
m_37163_education_bachelor_pct,location,37163,Census,0.95
m_37163_education_bachelor_pct,indicator,education_bachelor_pct,Census,0.95
m_37163_education_bachelor_pct,value,13.8730358265242,Census,0.95
m_37163_education_bachelor_pct,unit,percent,Census,0.95
m_37163_some_college_pct,rdf:type,Measurement,CHR,0.75
m_37163_some_college_pct,location,37163,CHR,0.75
m_37163_some_college_pct,indicator,some_college_pct,CHR,0.75
m_37163_some_college_pct,value,54.811958973,CHR,0.75
m_37163_some_college_pct,unit,percent,CHR,0.75
m_37163_obesity_pct,rdf:type,Measurement,CHR,0.75
m_37163_obesity_pct,location,37163,CHR,0.75
m_37163_obesity_pct,indicator,obesity_pct,CHR,0.75
m_37163_obesity_pct,value,38.5,CHR,0.75
m_37163_obesity_pct,unit,percent,CHR,0.75
m_37163_diabetes_pct,rdf:type,Measurement,CHR,0.75
m_37163_diabetes_pct,location,37163,CHR,0.75
m_37163_diabetes_pct,indicator,diabetes_pct,CHR,0.75
m_37163_diabetes_pct,value,13.3,CHR,0.75
m_37163_diabetes_pct,unit,percent,CHR,0.75
m_37163_mental_health_days,rdf:type,Measurement,CHR,0.75
m_37163_mental_health_days,location,37163,CHR,0.75
m_37163_mental_health_days,indicator,mental_health_days,CHR,0.75
m_37163_mental_health_days,value,5.0463862008,CHR,0.75
m_37163_mental_health_days,unit,days,CHR,0.75
m_37163_physical_health_days,rdf:type,Measurement,CHR,0.75
m_37163_physical_health_days,location,37163,CHR,0.75
m_37163_physical_health_days,indicator,physical_health_days,CHR,0.75
m_37163_physical_health_days,value,4.6271690789,CHR,0.75
m_37163_physical_health_days,unit,days,CHR,0.75
m_37163_physical_inactivity_pct,rdf:type,Measurement,CHR,0.75
m_37163_physical_inactivity_pct,location,37163,CHR,0.75
m_37163_physical_inactivity_pct,indicator,physical_inactivity_pct,CHR,0.75
m_37163_physical_inactivity_pct,value,30.9,CHR,0.75
m_37163_physical_inactivity_pct,unit,percent,CHR,0.75
m_37163_excessive_drinking_pct,rdf:type,Measurement,CHR,0.75
m_37163_excessive_drinking_pct,location,37163,CHR,0.75
m_37163_excessive_drinking_pct,indicator,excessive_drinking_pct,CHR,0.75
m_37163_excessive_drinking_pct,value,17.452653533,CHR,0.75
m_37163_excessive_drinking_pct,unit,percent,CHR,0.75
m_37163_uninsured_pct,rdf:type,Measurement,CHR,0.75
m_37163_uninsured_pct,location,37163,CHR,0.75
m_37163_uninsured_pct,indicator,uninsured_pct,CHR,0.75
m_37163_uninsured_pct,value,16.631002311,CHR,0.75
m_37163_uninsured_pct,unit,percent,CHR,0.75
m_37163_pm25,rdf:type,Measurement,CHR,0.75
m_37163_pm25,location,37163,CHR,0.75
m_37163_pm25,indicator,pm25,CHR,0.75
m_37163_pm25,value,6.6,CHR,0.75
m_37163_pm25,unit,μg/m³,CHR,0.75
m_37165_population,rdf:type,Measurement,Census,0.95
m_37165_population,location,37165,Census,0.95
m_37165_population,indicator,population,Census,0.95
m_37165_population,value,34222,Census,0.95
m_37165_population,unit,count,Census,0.95
m_37165_median_income,rdf:type,Measurement,Census,0.95
m_37165_median_income,location,37165,Census,0.95
m_37165_median_income,indicator,median_income,Census,0.95
m_37165_median_income,value,41948,Census,0.95
m_37165_median_income,unit,USD,Census,0.95
m_37165_poverty_rate,rdf:type,Measurement,Census,0.95
m_37165_poverty_rate,location,37165,Census,0.95
m_37165_poverty_rate,indicator,poverty_rate,Census,0.95
m_37165_poverty_rate,value,26.13643469017695,Census,0.95
m_37165_poverty_rate,unit,percent,Census,0.95
m_37165_unemployment_rate,rdf:type,Measurement,Census,0.95
m_37165_unemployment_rate,location,37165,Census,0.95
m_37165_unemployment_rate,indicator,unemployment_rate,Census,0.95
m_37165_unemployment_rate,value,10.759805647489614,Census,0.95
m_37165_unemployment_rate,unit,percent,Census,0.95
m_37165_unemployment_pct,rdf:type,Measurement,CHR,0.75
m_37165_unemployment_pct,location,37165,CHR,0.75
m_37165_unemployment_pct,indicator,unemployment_pct,CHR,0.75
m_37165_unemployment_pct,value,6.306787814,CHR,0.75
m_37165_unemployment_pct,unit,percent,CHR,0.75
m_37165_child_poverty_pct,rdf:type,Measurement,CHR,0.75
m_37165_child_poverty_pct,location,37165,CHR,0.75
m_37165_child_poverty_pct,indicator,child_poverty_pct,CHR,0.75
